id, label
21222,0
21224,0
21227,0
21228,1
21230,1
21232,0
21233,0
21234,0
21236,1
21237,0
21238,1
21240,0
21242,0
21243,1
21244,1
21245,0
21248,0
21251,1
21252,1
21253,1
21254,1
21255,1
21256,0
21257,0
21259,0
21260,0
21261,0
21262,1
21264,1
21265,0
21266,1
21267,1
21271,1
21272,1
21274,1
21275,1
21277,1
21278,0
21281,1
21282,0
21283,1
21285,0
21286,0
21287,1
21291,0
21292,0
21293,0
21295,1
21297,0
21298,0
21300,1
21301,0
21302,0
21303,1
21307,1
21308,0
21314,1
21315,0
21318,0
21319,0
21321,1
21322,0
21323,0
21324,1
21325,1
21330,1
21331,1
21333,1
21336,1
21337,0
21339,0
21342,1
21343,0
21346,0
21350,1
21352,0
21354,0
21356,0
21357,1
21358,0
21359,0
21360,0
21362,0
21363,1
21367,0
21368,1
21369,0
21371,0
21372,1
21373,1
21375,1
21376,0
21378,0
21380,1
21382,1
21385,1
21386,1
21387,1
21388,0
21391,1
21392,0
21393,0
21394,0
21401,0
21403,1
21404,0
21405,1
21406,1
21408,0
21410,1
21411,0
21412,0
21413,1
21414,1
21415,1
21416,0
21417,1
21419,0
21421,0
21422,0
21423,1
21427,0
21429,1
21430,1
21431,0
21435,0
21436,0
21437,0
21440,0
21441,1
21443,1
21447,1
21448,0
21451,0
21453,1
21454,1
21455,1
21459,0
21460,0
21462,0
21465,1
21466,0
21468,0
21469,0
21473,1
21474,1
21475,1
21477,1
21478,1
21479,1
21480,1
21482,1
21484,1
21485,0
21486,1
21488,1
21489,1
21490,1
21491,1
21492,1
21493,0
21496,0
21497,0
21501,0
21502,0
21503,0
21506,0
21508,1
21510,1
21511,0
21512,1
21517,1
21519,0
21521,0
21523,0
21525,0
21526,1
21530,0
21532,0
21535,0
21536,1
21538,1
21539,0
21541,1
21542,1
21550,1
21551,0
21553,1
21555,1
21556,1
21557,0
21561,1
21562,1
21565,0
21567,1
21568,1
21570,1
21571,1
21573,1
21574,1
21575,1
21576,0
