id,acq
21222,1
21224,1
21227,1
21228,1
21230,1
21232,1
21233,1
21234,1
21236,1
21237,1
21238,1
21240,1
21242,1
21243,1
21244,1
21245,1
21248,1
21251,1
21252,1
21253,1
21254,1
21255,1
21256,1
21257,1
21259,1
21260,1
21261,1
21262,1
21264,1
21265,1
21266,1
21267,1
21271,1
21272,1
21274,1
21275,1
21277,1
21278,1
21281,1
21282,1
21283,1
21285,1
21286,1
21287,1
21291,1
21292,1
21293,1
21295,1
21297,1
21298,1
21300,1
21301,1
21302,1
21303,1
21307,1
21308,1
21314,1
21315,1
21318,1
21319,1
21321,1
21322,1
21323,1
21324,1
21325,1
21330,1
21331,1
21333,1
21336,1
21337,1
21339,1
21342,1
21343,1
21346,1
21350,1
21352,1
21354,1
21356,1
21357,1
21358,1
21359,1
21360,1
21362,1
21363,1
21367,1
21368,1
21369,1
21371,1
21372,1
21373,1
21375,1
21376,1
21378,1
21380,1
21382,1
21385,1
21386,1
21387,1
21388,1
21391,1
21392,1
21393,1
21394,1
21401,1
21403,1
21404,1
21405,1
21406,1
21408,1
21410,1
21411,1
21412,1
21413,1
21414,1
21415,1
21416,1
21417,1
21419,1
21421,1
21422,1
21423,1
21427,1
21429,1
21430,1
21431,1
21435,1
21436,1
21437,1
21440,1
21441,1
21443,1
21447,1
21448,1
21451,1
21453,1
21454,1
21455,1
21459,1
21460,1
21462,1
21465,1
21466,1
21468,1
21469,1
21473,1
21474,1
21475,1
21477,1
21478,1
21479,1
21480,1
21482,1
21484,1
21485,1
21486,1
21488,1
21489,1
21490,1
21491,1
21492,1
21493,1
21496,1
21497,1
21501,1
21502,1
21503,1
21506,1
21508,1
21510,1
21511,1
21512,1
21517,1
21519,1
21521,1
21523,1
21525,1
21526,1
21530,1
21532,1
21535,1
21536,1
21538,1
21539,1
21541,1
21542,1
21550,1
21551,1
21553,1
21555,1
21556,1
21557,1
21561,1
21562,1
21565,1
21567,1
21568,1
21570,1
21571,1
21573,1
21574,1
21575,1
21576,1
